price;title;location;surface;rooms
481000;Mieszkanie Warszawa Wola, ul. Chmielna;Wola;28.8;1
999000;Mieszkanie Warszawa Nowa Praga, ul. Okrzei;Nowa Praga;80.0;3
628000;Nowe mieszkanie Warszawa Mokotów;Mokotów;40.0;2
339000;Nowe mieszkanie Warszawa Mokotów, ul. Stefana Batorego;Mokotów;28.53;1
966600;Mieszkanie Warszawa Ochota, ul. Kaliska;Ochota;54.0;2
709884;Mieszkanie Warszawa Stary Mokotów, ul. Odolańska;Stary Mokotów;43.82;2
604000;Mieszkanie Warszawa Muranów;Muranów;46.0;3
843000;Nowe mieszkanie Warszawa Śródmieście, ul. Grzybowska 37;Śródmieście;33.0;1
549000;Mieszkanie Warszawa Praga-Południe, ul. Brazylijska;Praga-Południe;46.0;3
710000;Mieszkanie Warszawa Siekierki;Siekierki;46.14;3
1427000;Nowe mieszkanie Warszawa Czyste, ul. Kolejowa;Czyste;82.18;4
1299000;Mieszkanie Warszawa Wola, ul. Zawiszy;Wola;78.5;3
1529500;Nowe mieszkanie Warszawa Wola, ul. Wronia;Wola;95.0;4
995000;Mieszkanie Warszawa Saska Kępa, ul. Berezyńska;Saska Kępa;100.34;3
590000;Mieszkanie Warszawa Wola, ul. Srebrna;Wola;39.17;2
4390000;Mieszkanie Warszawa Ochota, ul. Kaliska;Ochota;207.0;4
672000;Mieszkanie Warszawa Śródmieście, ul. Górczewska;Śródmieście;56.0;2
789000;Nowe mieszkanie Warszawa Wola, ul. Kolejowa;Wola;44.47;2
539000;Mieszkanie Warszawa Praga-Północ, ul. Konopacka;Praga-Północ;37.42;1
560000;Mieszkanie Warszawa Praga-Południe, ul. Waszyngtona;Praga-Południe;43.2;3
655488;Nowe mieszkanie Warszawa Mokotów, ul. Madalińskiego;Mokotów;25.79;1
1299000;Mieszkanie Warszawa Śródmieście Południowe;Śródmieście Południowe;60.0;2
729464;Nowe mieszkanie Warszawa Wola;Wola;35.22;1
525000;Mieszkanie Warszawa Nowa Praga, ul. Strzelecka;Nowa Praga;49.1;2
755000;Mieszkanie Warszawa Śródmieście, ul. Bracka;Śródmieście;49.68;2
2960000;Mieszkanie Warszawa Powiśle;Powiśle;146.0;4
459000;Mieszkanie Warszawa Targówek, ul. Wejherowska;Targówek;45.8;2
1475000;Mieszkanie Warszawa Mokotów, ul. Kazimierzowska;Mokotów;86.0;2
599000;Mieszkanie Warszawa Śródmieście, ul. Lwowska;Śródmieście;29.8;1
670000;Mieszkanie Warszawa Śródmieście, ul. Sienkiewicza;Śródmieście;37.0;2
2800000;Mieszkanie Warszawa Mokotów, ul. Jana III Sobieskiego;Mokotów;198.5;4
989000;Mieszkanie Warszawa Wola, ul. Ogrodowa;Wola;43.0;2
2500000;Nowe mieszkanie Warszawa Mokotów, ul. Górska;Mokotów;122.0;4
1740000;Mieszkanie Warszawa Wola, ul. Łucka;Wola;141.9;4
515000;Mieszkanie Warszawa Stary Mokotów;Stary Mokotów;40.5;2
718100;Mieszkanie Warszawa Nowa Praga, ul. Szwedzka;Nowa Praga;43.0;2
500000;Mieszkanie Warszawa Praga-Południe, al. Stanów Zjednoczonych;Praga-Południe;48.9;2
695000;Mieszkanie Warszawa Praga-Północ, ul. Konopacka;Praga-Północ;41.5;2
481010;Mieszkanie Warszawa Żoliborz, ul. Śmiała;Żoliborz;31.0;1
599000;Mieszkanie Warszawa Stary Mokotów, ul. Batorego;Stary Mokotów;38.0;2
560000;Mieszkanie Warszawa Muranów, ul. Nowolipie;Muranów;43.0;2
668000;Mieszkanie Warszawa Praga-Południe, ul. Ostrobramska;Praga-Południe;60.8;3
1240000;Mieszkanie Warszawa Śródmieście;Śródmieście;91.0;3
935000;Mieszkanie Warszawa Czyste, ul. Emila Zegadłowicza;Czyste;82.0;4
834768;Mieszkanie Warszawa Wola, ul. Grzybowska;Wola;29.92;1
691000;Mieszkanie Warszawa Żoliborz, ul. gen. Józefa Zajączka;Żoliborz;41.35;2
1420000;Mieszkanie Warszawa Śródmieście, ul. Zygmunta Słomińskiego;Śródmieście;80.4;3
443900;Mieszkanie Warszawa Wola, ul. Laskowa;Wola;37.0;2
625000;Mieszkanie Warszawa Śródmieście;Śródmieście;38.0;2
6200000;Mieszkanie Warszawa Wola, Skwer Wyszyńskiego;Wola;302.0;4
2925000;Mieszkanie Warszawa Żoliborz;Żoliborz;175.38;7
855000;Mieszkanie Warszawa Praga-Południe, ul. Przeworska;Praga-Południe;55.5;3
574690;Nowe mieszkanie Warszawa Siekierki, ul. Polska;Siekierki;41.27;2
634000;Mieszkanie Warszawa Grochów;Grochów;51.2;2
485000;Mieszkanie Warszawa Praga-Południe, ul. Siennicka;Praga-Południe;44.74;2
742000;Nowe mieszkanie Warszawa Wola, ul. Kolejowa;Wola;37.17;2
2800000;Mieszkanie Warszawa Wyględów, ul. Biały Kamień;Wyględów;110.0;4
1300000;Mieszkanie Warszawa Grochów, ul. Grenadierów;Grochów;78.4;2
670000;Mieszkanie Warszawa Czyste, ul. Skierniewicka;Czyste;46.5;2
650000;Mieszkanie Warszawa Mirów, ul. Waliców;Mirów;36.45;2
675000;Mieszkanie Warszawa Stary Żoliborz, ul. Popiełuszki Jerzego Księdza Jerzego Popiełuszki 11;Stary Żoliborz;49.39;2
1062423;Nowe mieszkanie Warszawa Mirów;Mirów;61.57;3
635500;Mieszkanie Warszawa Praga-Południe, ul. Stanów Zjednoczonych;Praga-Południe;57.0;3
1299000;Mieszkanie Warszawa Śródmieście, ul. Kłopot;Śródmieście;66.54;3
738000;Mieszkanie Warszawa Czerniaków, ul. Czerniakowska;Czerniaków;64.2;3
679000;Mieszkanie Warszawa Praga-Północ, ul. Strzelecka;Praga-Północ;65.0;2
1049000;Mieszkanie Warszawa Gocław, ul. Umińskiego;Gocław;99.1;7
1179000;Mieszkanie Warszawa Powiśle;Powiśle;59.0;2
480000;Mieszkanie Warszawa Praga-Południe, ul. Łukowska;Praga-Południe;48.6;2
639000;Mieszkanie Warszawa Ochota, ul. Białobrzeska;Ochota;53.39;2
900000;Mieszkanie Warszawa Muranów, ul. Bonifraterska;Muranów;61.0;3
1600000;Mieszkanie Warszawa Powiśle, ul. Dobra;Powiśle;86.0;3
479900;Mieszkanie Warszawa Elsnerów, ul. Zamkowa;Elsnerów;38.0;2
420000;Mieszkanie Warszawa Muranów;Muranów;26.4;1
598000;Mieszkanie Warszawa Nowa Praga, ul. Letnia 5;Nowa Praga;49.21;2
799000;Mieszkanie Warszawa Powązki, ul. Burakowska;Powązki;45.0;2
545000;Mieszkanie Warszawa Targówek, ul. Kołowa;Targówek;60.5;3
1050000;Mieszkanie Warszawa Śródmieście Północne, ul. Marszałkowska;Śródmieście Północne;53.5;2
1016800;Nowe mieszkanie Warszawa Wola, ul. Kolejowa;Wola;66.68;3
390000;Mieszkanie Warszawa Grochów, ul. Kobielska;Grochów;31.0;1
3600000;Mieszkanie Warszawa Mokotów, ul. Zbyszka Cybulskiego;Mokotów;140.0;4
1230000;Mieszkanie Warszawa Śródmieście, ul. Wspólna;Śródmieście;69.0;3
1742193;Nowe mieszkanie Warszawa Wola, ul. Towarowa;Wola;64.91;3
399000;Mieszkanie Warszawa Stara Praga, ul. Nieporęcka;Stara Praga;33.0;1
419000;Mieszkanie Warszawa Wola, ul. Chłodna;Wola;27.5;2
860000;Mieszkanie Warszawa, ul. Podskarbińska 26;mazowieckie;52.0;2
599000;Nowe mieszkanie Warszawa Wola, ul. Ostroroga;Wola;30.5;1
1500000;Mieszkanie Warszawa Śródmieście;Śródmieście;72.0;2
705000;Mieszkanie Warszawa Śródmieście Południowe;Śródmieście Południowe;38.5;2
679000;Mieszkanie Warszawa Praga-Południe, ul. Międzyborska;Praga-Południe;64.0;2
620000;Mieszkanie Warszawa Młynów;Młynów;49.1;3
740000;Mieszkanie Warszawa Stara Ochota, ul. Kaliska;Stara Ochota;39.24;2
759000;Mieszkanie Warszawa Mokotów, ul. Stępińska;Mokotów;54.43;2
624500;Mieszkanie Warszawa Śródmieście;Śródmieście;39.0;2
750000;Nowe mieszkanie Warszawa Praga-Północ;Praga-Północ;60.0;3
1530000;Mieszkanie Warszawa Śródmieście, ul. Nalewki;Śródmieście;89.3;4
711700;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;44.61;2
599000;Mieszkanie Warszawa Wola, ul. Skierniewicka;Wola;33.6;1
730585;Nowe mieszkanie Warszawa Praga-Południe, ul. Podskarbińska 32/34;Praga-Południe;63.53;3
1150000;Mieszkanie Warszawa Żoliborz, ul. Krasińskiego;Żoliborz;75.0;3
720000;Mieszkanie Warszawa Praga-Północ, ul. Floriańska;Praga-Północ;50.0;2
1030000;Mieszkanie Warszawa Mokotów, ul. Bobrowiecka;Mokotów;71.0;3
790000;Mieszkanie Warszawa Gocław, ul. 21 Pułku Piechoty Dzieci Warszawy;Gocław;78.5;4
628796;Mieszkanie Warszawa Praga-Północ, ul. Pożarowa;Praga-Północ;51.1;2
490000;Mieszkanie Warszawa Praga-Północ;Praga-Północ;48.0;3
890000;Mieszkanie Warszawa Saska Kępa, ul. Zwycięzców;Saska Kępa;54.2;2
2900080;Mieszkanie Warszawa Powiśle, ul. Wybrzeże Kościuszkowskie;Powiśle;92.0;3
490000;Mieszkanie Warszawa Szmulowizna, ul. Markowska;Szmulowizna;48.0;3
600000;Mieszkanie Warszawa Górny Mokotów, ul. Rakowiecka;Górny Mokotów;37.5;1
1790000;Nowe mieszkanie Warszawa Śródmieście, ul. Grzybowska 37;Śródmieście;81.89;3
1050000;Mieszkanie Warszawa Stary Mokotów, ul. Kwiatowa;Stary Mokotów;95.76;4
649000;Mieszkanie Warszawa Stary Mokotów, ul. Dąbrowskiego j.;Stary Mokotów;44.0;2
415000;Mieszkanie Warszawa Wola, ul. Smocza;Wola;26.4;1
12300000;Mieszkanie Warszawa Powiśle, ul. Elektryczna;Powiśle;279.32;6
575000;Mieszkanie Warszawa Mirów, ul. Żelazna;Mirów;37.0;2
859000;Nowe mieszkanie Warszawa Śródmieście, ul. Grzybowska 37;Śródmieście;48.73;1
7300000;Mieszkanie Warszawa Powiśle, ul. Elektryczna;Powiśle;148.67;4
357000;Mieszkanie Warszawa Wola, ul. Jana Długosza;Wola;22.0;1
559000;Mieszkanie Warszawa Stara Ochota;Stara Ochota;50.0;2
1279000;Mieszkanie Warszawa Ochota, ul. Aleje Jerozolimskie;Ochota;85.3;3
1173000;Mieszkanie Warszawa Śródmieście, ul. Nowy Świat 60;Śródmieście;106.85;5
799000;Mieszkanie Warszawa Praga-Południe, ul. Rechniewskiego;Praga-Południe;63.0;3
740000;Mieszkanie Warszawa Gocław;Gocław;57.0;3
395000;Mieszkanie Warszawa Wola, ul. Anielewicza;Wola;27.0;1
598000;Mieszkanie Warszawa Targówek, ul. Szymona Askenazego;Targówek;60.0;3
616000;Mieszkanie Warszawa Śródmieście, ul. Kolejowa;Śródmieście;36.79;2
555000;Mieszkanie Warszawa Praga-Południe, ul. Manteuffla;Praga-Południe;68.8;3
400000;Mieszkanie Warszawa Śródmieście, ul. Szucha;Śródmieście;16.0;1
590000;Mieszkanie Warszawa Praga-Południe, ul. Ostrzycka;Praga-Południe;57.0;3
2500000;Mieszkanie Warszawa Mokotów, ul. Jana III Sobieskiego;Mokotów;190.0;5
445000;Mieszkanie Warszawa Mokotów, ul. Olszewska;Mokotów;31.0;1
730000;Mieszkanie Warszawa Żoliborz, ul. Dymińska;Żoliborz;43.5;2
665000;Mieszkanie Warszawa, ul. gen. Władysława Andersa 25;mazowieckie;49.0;2
585000;Mieszkanie Warszawa Praga-Południe, ul. Mikołajczyka;Praga-Południe;53.0;2
624000;Mieszkanie Warszawa Ochota;Ochota;53.0;2
1600000;Mieszkanie Warszawa Ochota, ul. Niemcewicza;Ochota;138.0;5
1090000;Mieszkanie Warszawa Mirów, ul. Wronia;Mirów;58.0;2
715000;Nowe mieszkanie Warszawa Praga-Południe, ul. Ostrobramska;Praga-Południe;45.0;2
659000;Mieszkanie Warszawa Praga-Południe, ul. Ostrobramska;Praga-Południe;46.9;2
1356000;Mieszkanie Warszawa Mokotów, ul. Belwederska;Mokotów;68.74;4
449000;Mieszkanie Warszawa Praga-Północ, ul. Radzymińska;Praga-Północ;37.0;2
795000;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;74.0;4
802574;Nowe mieszkanie Warszawa Praga-Południe, ul. Żupnicza;Praga-Południe;75.02;4
599000;Mieszkanie Warszawa Praga-Północ;Praga-Północ;37.0;2
2508075;Mieszkanie Warszawa Powiśle, ul. Górnośląska;Powiśle;159.75;5
4000000;Mieszkanie Warszawa Śródmieście;Śródmieście;134.0;3
1325000;Mieszkanie Warszawa Ochota, ul. Sękocińska;Ochota;81.0;3
834000;Mieszkanie Warszawa Grochów;Grochów;65.0;4
870000;Mieszkanie Warszawa Stara Ochota, ul. Częstochowska;Stara Ochota;52.31;2
899000;Mieszkanie Warszawa Czyste, ul. Grzybowska;Czyste;37.17;2
599000;Mieszkanie Warszawa Powiśle, ul. Ludna;Powiśle;40.0;2
1609000;Nowe mieszkanie Warszawa Śródmieście, ul. Grzybowska 37;Śródmieście;70.62;3
719000;Mieszkanie Warszawa Wola, ul. Solidarności;Wola;72.9;3
519000;Mieszkanie Warszawa Praga-Południe, ul. Saska;Praga-Południe;39.0;2
950000;Mieszkanie Warszawa Nowe Miasto, ul. Bonifraterska;Nowe Miasto;63.0;2
1310000;Mieszkanie Warszawa Wola, ul. Siedmiogrodzka;Wola;83.0;3
779000;Mieszkanie Warszawa Grochów;Grochów;62.0;4
780000;Mieszkanie Warszawa Śródmieście, ul. Grzybowska;Śródmieście;58.0;3
899000;Mieszkanie Warszawa Muranów;Muranów;57.0;2
1250000;Mieszkanie Warszawa Śródmieście;Śródmieście;59.6;3
615000;Mieszkanie Warszawa Grochów, ul. Osiecka;Grochów;46.4;2
1095698;Nowe mieszkanie Warszawa Siekierki;Siekierki;91.46;4
699000;Mieszkanie Warszawa Mokotów, ul. Zwierzyniecka;Mokotów;57.0;3
630000;Mieszkanie Warszawa Siekierki;Siekierki;50.1;2
610000;Mieszkanie Warszawa Wola, ul. Żytnia;Wola;43.9;2
1024549;Mieszkanie Warszawa Powązki, ul. Kłopot;Powązki;51.23;2
2660000;Mieszkanie Warszawa Śródmieście;Śródmieście;140.0;4
670000;Mieszkanie Warszawa Targówek Mieszkaniowy, ul. Janinówka;Targówek Mieszkaniowy;56.1;3
665000;Mieszkanie Warszawa Śródmieście, ul. Górnośląska;Śródmieście;38.0;2
630708;Nowe mieszkanie Warszawa Mokotów, ul. Bluszczańska;Mokotów;39.0;2
450000;Mieszkanie Warszawa Praga-Północ;Praga-Północ;38.0;2
1450000;Mieszkanie Warszawa Wola, ul. Łucka;Wola;79.4;3
1450000;Mieszkanie Warszawa Mirów, ul. Łucka;Mirów;79.4;3
850000;Mieszkanie Warszawa Śródmieście, ul. Świętojańska;Śródmieście;49.29;2
2100000;Mieszkanie Warszawa Śródmieście, ul. Aleje Jana Pawła II;Śródmieście;93.0;3
510000;Mieszkanie Warszawa Śródmieście, ul. Przechodnia;Śródmieście;26.7;2
1200000;Mieszkanie Warszawa Śródmieście, ul. Grzybowska;Śródmieście;53.87;2
790000;Mieszkanie Warszawa Praga-Południe, ul. 21 Pułku Piechoty Dzieci Warszawy;Praga-Południe;78.5;4
519900;Mieszkanie Warszawa Praga-Południe, ul. Waszyngtona;Praga-Południe;45.58;2
550000;Mieszkanie Warszawa Kamionek;Kamionek;48.0;2
596603;Mieszkanie Warszawa Powiśle;Powiśle;35.5;2
430000;Mieszkanie Warszawa Nowolipki, ul. Mordechaja Anielewicza;Nowolipki;26.4;1
749000;Mieszkanie Warszawa Śródmieście, ul. gen. Władysława Andersa;Śródmieście;49.0;2
530000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;52.0;2
524000;Nowe mieszkanie Warszawa Wola, ul. Kolejowa;Wola;26.58;1
587961;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;45.0;2
685000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;78.7;5
2639560;Mieszkanie Warszawa Stary Mokotów, ul. Żaryna;Stary Mokotów;119.98;4
2350000;Mieszkanie Warszawa Śródmieście, ul. Twarda;Śródmieście;58.0;2
1700000;Mieszkanie Warszawa Żoliborz;Żoliborz;68.0;3
659000;Mieszkanie Warszawa Grochów, ul. Waszyngtona;Grochów;70.0;3
1699000;Mieszkanie Warszawa Mokotów, ul. Puławska;Mokotów;69.03;3
544561;Nowe mieszkanie Warszawa Mokotów, ul. Polska;Mokotów;39.91;2
1380000;Mieszkanie Warszawa Praga-Południe, ul. Międzynarodowa;Praga-Południe;87.12;4
899000;Mieszkanie Warszawa Żoliborz;Żoliborz;46.0;2
685000;Mieszkanie Warszawa Wola, ul. Żelazna;Wola;39.0;2
377977;Mieszkanie Warszawa Praga-Południe, ul. Garwolińska;Praga-Południe;23.5;1
455200;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;30.0;1
2500000;Mieszkanie Warszawa Wola, ul. Krochmalna;Wola;112.0;4
850000;Mieszkanie Warszawa Wola, ul. Jaktorowska;Wola;40.11;2
6831720;Nowe mieszkanie Warszawa Wola, ul. Krochmalna;Wola;218.1;7
461000;Mieszkanie Warszawa Praga-Północ, ul. Tysiąclecia;Praga-Północ;48.0;3
899000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;50.0;2
795200;Mieszkanie Warszawa Praga-Południe, ul. Suchodolska;Praga-Południe;64.8;3
1180000;Mieszkanie Warszawa Wola, ul. Chmielna;Wola;74.0;3
1399000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;105.3;4
1785000;Mieszkanie Warszawa Wola, ul. Sienna;Wola;105.0;5
649000;Mieszkanie Warszawa Śródmieście, ul. Kopernika;Śródmieście;33.06;2
820000;Mieszkanie Warszawa Żoliborz, ul. Burakowska;Żoliborz;45.0;2
670000;Mieszkanie Warszawa Targówek, ul. Janinówka;Targówek;56.1;3
780000;Mieszkanie Warszawa Nowe Miasto, ul. Franciszkańska;Nowe Miasto;44.64;2
1270000;Nowe mieszkanie Warszawa Wola, ul. Kolejowa;Wola;63.38;3
445000;Mieszkanie Warszawa Praga-Północ;Praga-Północ;34.0;1
3750000;Nowe mieszkanie Warszawa Wierzbno, ul. Odyńca;Wierzbno;144.87;4
899000;Mieszkanie Warszawa Śródmieście, ul. Solidarności;Śródmieście;54.6;3
2300000;Mieszkanie Warszawa Powiśle;Powiśle;125.0;3
949000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;59.59;3
449000;Mieszkanie Warszawa Sielce, ul. Piwarskiego;Sielce;37.5;2
1230000;Mieszkanie Warszawa Mirów, ul. Łucka;Mirów;74.0;3
1440000;Mieszkanie Warszawa Śródmieście Północne, ul. Zygmunta Słomińskiego;Śródmieście Północne;93.0;3
2750000;Mieszkanie Warszawa Śródmieście, ul. Śródmieście;Śródmieście;102.0;3
910000;Mieszkanie Warszawa Żoliborz, ul. Rydygiera;Żoliborz;45.0;2
2950000;Mieszkanie Warszawa Śródmieście, ul. Książęca;Śródmieście;94.0;3
599000;Mieszkanie Warszawa Śródmieście, ul. Nowolipki;Śródmieście;38.17;2
939000;"Mieszkanie Warszawa Gocław, ul. gen. Augusta Emila Fieldorfa ""Nila""";Gocław;68.3;3
680000;Mieszkanie Warszawa Wola;Wola;46.78;3
2300000;Nowe mieszkanie Warszawa Wola, ul. Wronia;Wola;160.56;5
1480000;Mieszkanie Warszawa Wola, ul. Łucka;Wola;80.0;3
870000;Mieszkanie Warszawa Sady Żoliborskie;Sady Żoliborskie;43.9;2
1010000;Mieszkanie Warszawa Wola, ul. Jaktorowska;Wola;41.0;2
390000;Mieszkanie Warszawa Saska Kępa, ul. Afrykańska;Saska Kępa;29.5;2
985000;Mieszkanie Warszawa Mokotów, ul. Konduktorska;Mokotów;76.0;4
1650000;Mieszkanie Warszawa Śródmieście, ul. Wilcza;Śródmieście;86.0;3
730000;Mieszkanie Warszawa Powiśle, ul. Kopernika;Powiśle;33.25;1
1020730;Nowe mieszkanie Warszawa Mokotów, ul. Polska;Mokotów;84.4;4
847000;Mieszkanie Warszawa Śródmieście, ul. Wspólna;Śródmieście;53.0;2
3213522;Mieszkanie Warszawa Kamionek, ul. Stanisława Augusta;Kamionek;172.77;7
915000;Mieszkanie Warszawa Śródmieście, ul. Jana Pawła II;Śródmieście;68.0;3
485000;Mieszkanie Warszawa Grochów, ul. Siennicka;Grochów;44.74;2
795715;Mieszkanie Warszawa Śródmieście;Śródmieście;37.01;2
505000;Mieszkanie Warszawa Stary Mokotów, ul. Dąbrowskiego Jarosława 86;Stary Mokotów;40.5;2
575000;Mieszkanie Warszawa Praga-Północ, ul. Targowa;Praga-Północ;41.13;2
770000;Nowe mieszkanie Warszawa Praga-Południe, ul. Mlądzka;Praga-Południe;60.68;3
688153;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;48.19;3
555000;Mieszkanie Warszawa Bródno, ul. Bolesławicka;Bródno;50.0;2
1950000;Mieszkanie Warszawa Śródmieście, ul. Miła;Śródmieście;128.8;4
1518000;Mieszkanie Warszawa Mokotów, ul. Pytlasińskiego;Mokotów;140.0;4
9800000;Mieszkanie Warszawa Mokotów;Mokotów;274.21;4
532000;Mieszkanie Warszawa Saska Kępa, ul. Saska;Saska Kępa;38.0;2
1280000;Mieszkanie Warszawa Wola, ul. Siedmiogrodzka;Wola;61.0;2
599000;Mieszkanie Warszawa Grochów;Grochów;47.9;2
820000;Mieszkanie Warszawa Praga-Północ;Praga-Północ;61.0;3
799000;Nowe mieszkanie Warszawa Wola, ul. Kolejowa;Wola;44.47;2
639449;Nowe mieszkanie Warszawa Mokotów, ul. Bluszczańska;Mokotów;38.66;2
1150000;Mieszkanie Warszawa Powiśle, ul. Czerniakowska;Powiśle;63.12;2
795000;Mieszkanie Warszawa Górny Mokotów;Górny Mokotów;47.0;2
569000;Mieszkanie Warszawa Praga-Północ, ul. Ratuszowa;Praga-Północ;37.2;2
2750000;Nowe mieszkanie Warszawa Stary Mokotów;Stary Mokotów;137.9;5
529000;Mieszkanie Warszawa Wola, ul. Grzybowska 49;Wola;29.3;1
1049104;Nowe mieszkanie Warszawa Praga-Południe, ul. Jarocińska;Praga-Południe;88.16;2
7000000;Mieszkanie Warszawa Śródmieście, ul. Wiejska;Śródmieście;197.7;5
990000;Mieszkanie Warszawa Śródmieście Południowe, ul. Śniadeckich;Śródmieście Południowe;43.96;2
659000;Mieszkanie Warszawa Śródmieście, ul. Emilii Plater;Śródmieście;34.32;2
626000;Mieszkanie Warszawa Stara Ochota, ul. Pawińskiego;Stara Ochota;44.84;3
350000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;24.0;1
505000;Mieszkanie Warszawa Stary Mokotów, ul. Jarosława Dąbrowskiego;Stary Mokotów;40.5;2
1399000;Mieszkanie Warszawa Praga-Południe, ul. Jeziorańskiego;Praga-Południe;102.0;4
929000;Mieszkanie Warszawa Śródmieście, ul. Hoża;Śródmieście;37.2;2
980000;Mieszkanie Warszawa, ul. Krochmalna 56;mazowieckie;35.0;1
1100000;Mieszkanie Warszawa Śródmieście, ul. Plac Konstytucji;Śródmieście;53.3;2
940000;Mieszkanie Warszawa Gocław;Gocław;98.0;4
3200000;Nowe mieszkanie Warszawa Stary Mokotów;Stary Mokotów;157.9;5
969000;Mieszkanie Warszawa Wola, ul. Krochmalna;Wola;35.59;2
1490000;Mieszkanie Warszawa Wola, ul. Siedmiogrodzka;Wola;77.2;3
495000;Mieszkanie Warszawa Praga-Południe, ul. Grochowska;Praga-Południe;36.7;2
790000;Nowe mieszkanie Warszawa Gocław;Gocław;56.0;3
895000;Mieszkanie Warszawa Śródmieście, ul. Stawki;Śródmieście;47.32;2
859000;Mieszkanie Warszawa Śródmieście Południowe, ul. Waryńskiego;Śródmieście Południowe;48.38;2
1645800;Mieszkanie Warszawa Wola, ul. Łucka;Wola;126.6;5
736000;Mieszkanie Warszawa Śródmieście, ul. Dzielna 7a;Śródmieście;48.0;2
485000;Mieszkanie Warszawa Targówek, ul. Palestyńska;Targówek;53.6;4
530000;Mieszkanie Warszawa Praga-Północ, ul. Skoczylasa;Praga-Północ;42.0;2
2000000;Mieszkanie Warszawa Saska Kępa, ul. Saska;Saska Kępa;110.0;3
2300000;Mieszkanie Warszawa Stara Ochota, ul. Mochnackiego;Stara Ochota;122.0;4
1650000;Mieszkanie Warszawa Śródmieście, ul. Wilcza;Śródmieście;68.0;3
679000;Mieszkanie Warszawa Gocław, ul. Kwiatkowskiego;Gocław;54.0;2
430000;Mieszkanie Warszawa Saska Kępa, ul. Międzynarodowa;Saska Kępa;28.5;1
699000;Mieszkanie Warszawa Śródmieście, ul. Nowolipki;Śródmieście;48.0;2
550000;Mieszkanie Warszawa Nowa Praga, ul. Lęborska;Nowa Praga;49.31;2
8536500;Nowe mieszkanie Warszawa Wola, ul. Krochmalna;Wola;271.0;8
749900;Mieszkanie Warszawa Nowolipki;Nowolipki;56.0;3
2900000;Mieszkanie Warszawa Czyste, ul. Pańska;Czyste;138.8;4
778000;Mieszkanie Warszawa Stara Praga, ul. Strzelecka;Stara Praga;72.72;3
779000;Mieszkanie Warszawa Sady Żoliborskie, ul. Dygata;Sady Żoliborskie;39.0;2
440000;Mieszkanie Warszawa Ochota, ul. Nowowiejska;Ochota;26.6;1
455200;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;30.75;1
2500000;Mieszkanie Warszawa Śródmieście, ul. Nowiniarska;Śródmieście;103.0;5
743000;Nowe mieszkanie Warszawa Wola, ul. Kolejowa;Wola;43.72;2
375000;Mieszkanie Warszawa Śródmieście, ul. Dzielna;Śródmieście;19.0;1
660000;Nowe mieszkanie Warszawa;mazowieckie;78.0;3
849000;Mieszkanie Warszawa Wola, ul. Pańska;Wola;45.8;3
1120000;Mieszkanie Warszawa Mirów, ul. Krochmalna;Mirów;78.29;3
524900;Mieszkanie Warszawa Targówek, ul. Ossowskiego;Targówek;44.5;2
499000;Mieszkanie Warszawa Praga-Północ;Praga-Północ;47.0;3
2095000;Mieszkanie Warszawa Żoliborz, ul. Plac Inwalidów;Żoliborz;85.7;3
289000;Mieszkanie Warszawa Praga-Południe, ul. Dubieńska;Praga-Południe;14.6;1
1014129;Mieszkanie Warszawa Wola, ul. Krochmalna;Wola;37.63;2
444777;Mieszkanie Warszawa Praga-Południe, ul. Opinogórska 2;Praga-Południe;48.0;3
940000;Mieszkanie Warszawa Bemowo, ul. Dywizjonu 303;Bemowo;72.0;3
725000;Mieszkanie Warszawa Mokotów, ul. Czerska;Mokotów;52.0;2
610000;Mieszkanie Warszawa Śródmieście, ul. Antonia Corazziego;Śródmieście;36.0;2
486000;Mieszkanie Warszawa Czerniaków, ul. Czerniakowska;Czerniaków;37.4;2
895000;Mieszkanie Warszawa Praga-Południe, ul. Francuska 49 M 49;Praga-Południe;54.0;3
559000;Mieszkanie Warszawa Praga-Południe, ul. Stanisława Augusta;Praga-Południe;34.0;2
1290000;Mieszkanie Warszawa Śródmieście, ul. Jana Pawła II;Śródmieście;91.0;3
399900;Mieszkanie Warszawa Bródno, ul. Junkiewicz;Bródno;28.0;1
1200000;Mieszkanie Warszawa Śródmieście, ul. Solidarności;Śródmieście;65.35;3
415000;Mieszkanie Warszawa Powiśle, ul. Wybrzeże Kościuszkowskie;Powiśle;26.0;1
3800000;Mieszkanie Warszawa Mokotów, ul. Łowicka;Mokotów;193.0;5
1300000;Mieszkanie Warszawa Grochów, ul. Stanów Zjednoczonych;Grochów;135.1;6
833000;Mieszkanie Warszawa Praga-Północ, ul. Siedlecka;Praga-Północ;85.0;3
