price;title;location;surface;rooms
530000;Mieszkanie Warszawa Śródmieście, ul. Bagno;Śródmieście;27.6;1
1830000;Mieszkanie Warszawa Śródmieście Północne, ul. Dzika;Śródmieście Północne;119.46;5
1200000;Mieszkanie Warszawa Śródmieście, ul. Marszałkowska;Śródmieście;79.1;4
749000;Mieszkanie Warszawa Praga-Północ, ul. Strzelecka;Praga-Północ;72.72;3
595000;Mieszkanie Warszawa Wola, ul. Jana Pawła II;Wola;35.0;2
9800000;Mieszkanie Warszawa Mokotów, ul. Podchorążych;Mokotów;274.0;6
587961;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;44.78;2
640000;Mieszkanie Warszawa Elsnerów, ul. Ponarska;Elsnerów;47.1;3
599000;Mieszkanie Warszawa Saska Kępa, ul. Rapperswilska;Saska Kępa;43.0;2
1167000;Nowe mieszkanie Warszawa Śródmieście, ul. Grzybowska 37;Śródmieście;40.01;2
540000;Mieszkanie Warszawa Praga-Południe, ul. Wiatraczna;Praga-Południe;46.68;3
420000;Nowe mieszkanie Warszawa Praga-Południe, ul. Mińska;Praga-Południe;27.81;1
720000;Mieszkanie Warszawa Saska Kępa, ul. Berezyńska;Saska Kępa;37.73;2
510000;Mieszkanie Warszawa Saska Kępa, ul. Nubijska;Saska Kępa;46.5;3
555000;Mieszkanie Warszawa Targówek, ul. Remiszewska;Targówek;51.3;2
778000;Mieszkanie Warszawa Praga-Północ, ul. Strzelecka;Praga-Północ;77.84;4
999000;Mieszkanie Warszawa Śródmieście Południowe, ul. Marszałkowska;Śródmieście Południowe;59.7;2
450000;Mieszkanie Warszawa Wola, ul. Grzybowska;Wola;27.1;1
1550000;Mieszkanie Warszawa Stare Miasto, ul. Krakowskie Przedmieście;Stare Miasto;72.33;2
1355000;Mieszkanie Warszawa Praga-Północ, ul. Kawęczyńska 16;Praga-Północ;87.0;4
770000;Mieszkanie Warszawa Mokotów;Mokotów;55.0;3
480000;Mieszkanie Warszawa Praga-Południe, ul. Kobielska;Praga-Południe;35.15;2
569000;Mieszkanie Warszawa Saska Kępa, ul. Międzynarodowa;Saska Kępa;45.5;3
729000;Mieszkanie Warszawa Nowa Praga, ul. Olszowa;Nowa Praga;46.0;2
795000;Mieszkanie Warszawa Żoliborz, ul. Krajewskiego;Żoliborz;55.0;3
1500000;Mieszkanie Warszawa Śródmieście, ul. Rynek Starego Miasta;Śródmieście;70.83;3
595000;Mieszkanie Warszawa Praga-Południe, ul. Jarocińska;Praga-Południe;64.0;3
875000;Mieszkanie Warszawa Mokotów, ul. Bobrowiecka;Mokotów;70.0;2
910000;Mieszkanie Warszawa Targówek, ul. Radzymińska;Targówek;89.0;4
1043406;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;70.98;3
882501;Nowe mieszkanie Warszawa, ul. Towarowa;mazowieckie;32.12;1
2390000;Mieszkanie Warszawa Górny Mokotów, ul. Narbutta;Górny Mokotów;129.0;4
750000;Mieszkanie Warszawa Ochota, ul. Barska;Ochota;45.0;2
670000;Mieszkanie Warszawa Wola, ul. Syreny;Wola;50.0;2
690000;Mieszkanie Warszawa Gocław;Gocław;63.7;3
395000;Mieszkanie Warszawa Stary Żoliborz, ul. Dymińska;Stary Żoliborz;24.0;1
2200000;Mieszkanie Warszawa Wola, ul. Łucka;Wola;118.6;6
659000;Mieszkanie Warszawa Praga-Południe, ul. Ostrobramska;Praga-Południe;46.9;2
1470600;"Mieszkanie Warszawa Siekierki, ul. Batalionu ak ""Karpaty""";Siekierki;77.4;3
6997000;Mieszkanie Warszawa Śródmieście, ul. Mokotowska;Śródmieście;239.1;8
479000;Mieszkanie Warszawa Wola, ul. Obozowa;Wola;37.5;1
1080000;Mieszkanie Warszawa Śródmieście Południowe, ul. Sempołowskiej;Śródmieście Południowe;61.85;3
664000;Mieszkanie Warszawa Mokotów, ul. Zwierzyniecka;Mokotów;57.0;3
798999;Mieszkanie Warszawa Saska Kępa, ul. Zwycięzców 6;Saska Kępa;47.0;3
790000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;49.0;2
1628000;Mieszkanie Warszawa Śródmieście, ul. Waryńskiego;Śródmieście;73.59;3
539000;Mieszkanie Warszawa Śródmieście, ul. Żelazna;Śródmieście;36.0;2
1197000;Mieszkanie Warszawa Śródmieście, ul. Smolna 9;Śródmieście;68.0;4
524000;Nowe mieszkanie Warszawa Wola, ul. Kolejowa;Wola;26.58;1
405000;Mieszkanie Warszawa Praga-Południe, ul. Rozłucka;Praga-Południe;36.7;2
910000;Mieszkanie Warszawa Śródmieście, ul. Rynek Starego Miasta;Śródmieście;70.0;2
530000;Mieszkanie Warszawa Gocław, ul. Jugosłowiańska;Gocław;35.0;1
559000;Mieszkanie Warszawa Muranów, ul. gen. Władysława Andersa 12;Muranów;32.0;1
560000;Mieszkanie Warszawa Targówek, ul. Smoleńska 81;Targówek;55.62;3
2115650;Mieszkanie Warszawa Mokotów, ul. Sułkowicka;Mokotów;111.35;3
750000;Mieszkanie Otwock, ul. Ambasadorska;otwocki;147.74;5
337500;Nowe mieszkanie Warszawa Praga-Północ, ul. Grodzieńska;Praga-Północ;25.0;1
485000;Mieszkanie Warszawa Praga-Północ, ul. Jagiellońska;Praga-Północ;32.1;2
625000;Mieszkanie Warszawa Mokotów, ul. Zwierzyniecka 17;Mokotów;64.0;3
920000;Mieszkanie Warszawa Praga-Południe, ul. Samolotowa;Praga-Południe;94.77;4
615000;Mieszkanie Warszawa Żoliborz;Żoliborz;41.0;2
580000;Mieszkanie Warszawa Gocław, ul. Mikołajczyka;Gocław;53.1;2
699000;Mieszkanie Warszawa Śródmieście Południowe, ul. Zgoda;Śródmieście Południowe;37.0;2
599000;Mieszkanie Warszawa Praga-Północ, ul. Radzymińska;Praga-Północ;63.5;3
1900000;Mieszkanie Warszawa Śródmieście, ul. Grzybowska;Śródmieście;85.36;3
640000;Mieszkanie Warszawa Śródmieście, ul. Jana Pawła II;Śródmieście;40.0;2
585000;Mieszkanie Warszawa Mokotów;Mokotów;36.2;2
752600;Nowe mieszkanie Warszawa Siekierki, ul. Polska;Siekierki;67.97;3
525000;Mieszkanie Warszawa Wola, ul. Jana Pawła II;Wola;26.6;1
1099000;Mieszkanie Warszawa Ochota, ul. Filtrowa;Ochota;68.3;3
732629;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;56.53;3
1314000;Nowe mieszkanie Warszawa Wola;Wola;67.0;3
579000;Mieszkanie Warszawa Młynów, ul. Wawelberga;Młynów;46.2;2
542000;Nowe mieszkanie Warszawa Wola, ul. Kolejowa;Wola;28.77;1
1330000;Mieszkanie Warszawa Praga-Północ;Praga-Północ;111.0;5
730000;Mieszkanie Warszawa Młynów;Młynów;62.0;3
780000;Mieszkanie Warszawa Śródmieście, ul. Sempołowskiej;Śródmieście;29.0;1
886550;Mieszkanie Warszawa Praga-Południe, ul. Bora-Komorowskiego;Praga-Południe;74.15;4
2050000;Mieszkanie Warszawa Śródmieście, ul. Bagatela 10;Śródmieście;90.0;3
1299000;Mieszkanie trzypokojowe na Zielonym Żoliborzu;Żoliborz;62.03;3
420000;Mieszkanie Warszawa Wola, ul. Smocza;Wola;26.4;1
2115650;Mieszkanie Warszawa Mokotów;Mokotów;111.35;3
600000;Mieszkanie Warszawa Powązki;Powązki;32.0;2
650000;Mieszkanie Warszawa Saska Kępa;Saska Kępa;31.16;1
1100000;Mieszkanie Warszawa Śródmieście;Śródmieście;68.0;3
1600000;Mieszkanie 4-pokojowe  Warszawa Praga-Południe;Praga-Południe;95.99;4
990000;Mieszkanie Warszawa Śródmieście, ul. Jezuicka;Śródmieście;52.0;2
1399000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;105.3;4
1499000;Mieszkanie Warszawa Śródmieście Południowe, ul. Wilcza;Śródmieście Południowe;64.3;2
530000;Mieszkanie Warszawa Kamionek, ul. Grochowska;Kamionek;44.0;2
809000;Mieszkanie Warszawa Gocław, ul. Umińskiego;Gocław;63.4;3
485000;Mieszkanie Warszawa Grochów;Grochów;38.8;1
490000;Mieszkanie Warszawa Praga-Północ;Praga-Północ;48.0;3
739000;Mieszkanie Warszawa;mazowieckie;60.6;3
265000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;59.0;2
730000;Mieszkanie Warszawa Żoliborz;Żoliborz;56.2;3
1200000;Mieszkanie Warszawa Śródmieście, ul. Orłowicza;Śródmieście;71.0;4
405000;Mieszkanie Warszawa Śródmieście;Śródmieście;25.0;1
570000;Mieszkanie Warszawa Sielce;Sielce;38.2;2
850000;Mieszkanie Warszawa Gocław, ul. Mikołajczyka;Gocław;81.0;4
580000;Mieszkanie Warszawa Targówek, ul. Radzymińska;Targówek;48.0;2
732979;Nowe mieszkanie Warszawa Siekierki;Siekierki;44.14;2
925000;Mieszkanie Warszawa Stara Ochota, ul. Siewierska;Stara Ochota;61.0;3
800000;Mieszkanie Warszawa Czerniaków, ul. Zwierzyniecka;Czerniaków;55.09;3
715000;Mieszkanie Warszawa;mazowieckie;55.0;2
670000;Mieszkanie Warszawa Śródmieście, ul. Sienna;Śródmieście;48.0;2
1050000;Mieszkanie Warszawa Śródmieście, ul. Rynek Starego Miasta;Śródmieście;54.0;2
690000;Mieszkanie Warszawa Śródmieście, ul. Lewartowskiego;Śródmieście;35.0;2
415000;Mieszkanie Warszawa Śródmieście;Śródmieście;25.0;1
800000;Mieszkanie Warszawa Powiśle, ul. Dobra;Powiśle;57.0;2
807248;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;56.0;3
1220000;Mieszkanie Warszawa Śródmieście;Śródmieście;68.0;3
515000;Mieszkanie Warszawa Śródmieście, ul. Górnośląska;Śródmieście;29.0;2
1521000;Nowe mieszkanie Warszawa Śródmieście, ul. Grzybowska 37;Śródmieście;62.28;3
628636;Nowe mieszkanie Warszawa Siekierki;Siekierki;39.69;2
504000;Mieszkanie Warszawa Stary Żoliborz, ul. Zajączka;Stary Żoliborz;35.0;2
390000;Mieszkanie Warszawa Muranów, ul. Smocza;Muranów;26.26;1
540000;Mieszkanie Warszawa Powiśle, ul. Górnośląska;Powiśle;38.24;2
1060000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;95.6;4
429990;Mieszkanie Warszawa Mokotów, ul. Zwierzyniecka;Mokotów;38.0;2
1540000;Mieszkanie Warszawa Wola, ul. Jana Pawła II;Wola;96.2;5
1089000;Mieszkanie Warszawa Śródmieście, ul. Nowogrodzka;Śródmieście;60.0;3
698000;Mieszkanie Warszawa Saska Kępa, ul. Stanów Zjednoczonych;Saska Kępa;47.56;2
1790000;Mieszkanie Warszawa Śródmieście, ul. Szucha;Śródmieście;88.25;3
545000;Mieszkanie Warszawa Praga-Południe, ul. Korytnicka;Praga-Południe;37.5;1
2600000;Mieszkanie Warszawa Mirów, ul. Łucka;Mirów;201.0;3
3700000;Mieszkanie Warszawa Mokotów, ul. Willowa;Mokotów;107.0;3
1350000;Mieszkanie Warszawa Śródmieście, ul. Belwederska;Śródmieście;72.6;3
2138799;Nowe mieszkanie Warszawa Mokotów, ul. Madalińskiego;Mokotów;86.72;3
1300000;Mieszkanie Warszawa Śródmieście, ul. Chmielna;Śródmieście;52.89;3
579000;Mieszkanie Warszawa Wola;Wola;26.2;1
1870610;Nowe mieszkanie Warszawa Mokotów, ul. Bluszczańska;Mokotów;132.0;5
889000;Nowe mieszkanie Warszawa Śródmieście, ul. Grzybowska 37;Śródmieście;41.58;2
599000;Mieszkanie Warszawa Nowolipki, ul. Nowolipki;Nowolipki;39.29;2
689000;Mieszkanie Warszawa Śródmieście;Śródmieście;38.5;2
975000;Mieszkanie Warszawa Powiśle, ul. Zajęcza;Powiśle;35.92;2
610000;Mieszkanie Warszawa Stara Ochota, ul. Białobrzeska;Stara Ochota;42.5;2
595000;Mieszkanie Warszawa Stara Praga;Stara Praga;36.8;2
1170000;Mieszkanie Warszawa Saska Kępa, ul. Libijska;Saska Kępa;88.3;3
1499000;Mieszkanie Warszawa Powiśle;Powiśle;87.46;3
881000;Mieszkanie Warszawa Praga-Północ, ul. Okrzei;Praga-Północ;35.27;2
486000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;38.0;2
3650000;Nowe mieszkanie Warszawa Wola, ul. Grzybowska;Wola;135.0;4
779000;Mieszkanie Warszawa Targówek Mieszkaniowy, ul. Rembrandta;Targówek Mieszkaniowy;54.52;2
785000;Mieszkanie Warszawa Śródmieście, ul. Mokotowska;Śródmieście;36.0;2
1150000;Mieszkanie Warszawa Gocław, ul. Poligonowa;Gocław;120.0;4
751419;Nowe mieszkanie Warszawa Mokotów, ul. Madalińskiego;Mokotów;30.58;1
709000;Mieszkanie Warszawa Praga-Północ, ul. Jagiellońska;Praga-Północ;43.0;2
615000;Mieszkanie Warszawa Śródmieście;Śródmieście;30.0;1
955000;Mieszkanie Warszawa Grochów, ul. Przeworska;Grochów;68.0;3
3140000;Mieszkanie Warszawa Powiśle, ul. Wybrzeże Kościuszkowskie;Powiśle;106.0;3
850000;Mieszkanie Warszawa Saska Kępa, ul. Berezyńska;Saska Kępa;55.33;2
1250000;Mieszkanie Warszawa Śródmieście, ul. Nowy Świat;Śródmieście;62.54;3
520000;Mieszkanie Warszawa Praga-Południe, ul. Mlądzka;Praga-Południe;44.32;2
575000;Mieszkanie Warszawa Saska Kępa;Saska Kępa;47.0;3
910000;Mieszkanie Warszawa, ul. Rydygiera;mazowieckie;45.9;2
580000;Mieszkanie Warszawa Targówek, ul. Radzymińska;Targówek;45.8;2
1249000;Mieszkanie Warszawa Śródmieście Południowe, ul. Noakowskiego;Śródmieście Południowe;60.0;3
1100000;Mieszkanie Warszawa Gocław;Gocław;81.6;3
419000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;36.0;2
3600000;Mieszkanie Warszawa Śródmieście, ul. Bohaterów Getta;Śródmieście;122.0;4
3700000;Mieszkanie Warszawa Mokotów, ul. Podchorążych;Mokotów;185.0;4
435000;Mieszkanie Warszawa Praga-Południe, ul. Dubieńska;Praga-Południe;38.0;1
543850;Mieszkanie Warszawa Młynów, ul. Odrona 1;Młynów;36.5;2
519000;Mieszkanie Warszawa Praga-Południe, ul. Józefa Dwernickiego;Praga-Południe;47.1;2
1190000;Mieszkanie Warszawa Bródno;Bródno;82.0;2
399000;Mieszkanie Warszawa Żoliborz;Żoliborz;26.5;1
840000;Mieszkanie Warszawa Śródmieście, ul. Noakowskiego 26;Śródmieście;36.0;2
3600000;Mieszkanie Warszawa Stary Żoliborz;Stary Żoliborz;206.0;7
949000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;83.0;3
789800;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;55.71;3
750000;Mieszkanie Warszawa Nowa Praga, ul. Szanajcy;Nowa Praga;60.84;3
1225210;Mieszkanie Warszawa Śródmieście, ul. Grzybowska;Śródmieście;53.27;2
560000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;56.0;3
700000;Mieszkanie Warszawa Śródmieście, ul. Zgoda;Śródmieście;38.0;2
1200000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;71.0;3
830000;Mieszkanie Warszawa Saska Kępa, ul. Afrykańska;Saska Kępa;70.0;3
599000;Mieszkanie Warszawa Żoliborz, ul. Krajewskiego;Żoliborz;34.5;2
575000;Mieszkanie Warszawa Muranów, ul. Nowolipki;Muranów;38.0;1
649000;Mieszkanie Warszawa Wola, ul. Rabsztyńska;Wola;55.0;2
815000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;61.0;3
1903767;Mieszkanie Warszawa Śródmieście Południowe, ul. Bagatela;Śródmieście Południowe;86.93;4
569000;Mieszkanie Warszawa Targówek, ul. Złotopolska;Targówek;54.2;3
3800000;Mieszkanie Warszawa Mokotów, ul. Odyńca;Mokotów;145.87;4
640445;Nowe mieszkanie Warszawa Praga-Południe, ul. Szaserów;Praga-Południe;48.19;3
549000;Mieszkanie Warszawa Wola, ul. Leszno;Wola;48.0;1
740000;Mieszkanie Warszawa Śródmieście, ul. Natolińska;Śródmieście;36.0;2
799425;Mieszkanie Warszawa Praga-Południe, ul. Wiatraczna;Praga-Południe;48.45;2
700000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;63.0;3
1794415;Mieszkanie Warszawa Śródmieście, ul. Kopernika;Śródmieście;76.15;2
3213522;Mieszkanie Warszawa Kamionek, ul. Stanisława Augusta;Kamionek;172.77;7
629000;Mieszkanie Warszawa Praga-Północ, ul. Radzymińska;Praga-Północ;63.5;3
850000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;45.0;2
900000;Mieszkanie Warszawa Żoliborz;Żoliborz;55.0;2
1225000;Mieszkanie Warszawa Praga-Północ, ul. Targowa 23;Praga-Północ;61.5;2
3299000;Mieszkanie Warszawa Śródmieście;Śródmieście;118.0;4
434500;Dwupojowe na Muranowie 35m2;Muranów;34.74;2
520000;Mieszkanie Warszawa Górny Mokotów, ul. Jarosława Dąbrowskiego;Górny Mokotów;40.5;2
378000;Mieszkanie Warszawa Wola, ul. Obozowa;Wola;28.0;1
840000;Mieszkanie Warszawa Mokotów, ul. Asfaltowa;Mokotów;39.22;1
565000;Mieszkanie Warszawa Ochota, ul. Grójecka;Ochota;31.3;2
635000;Mieszkanie Warszawa Grochów, ul. Garwolińska;Grochów;38.0;2
1150000;Mieszkanie Warszawa Śródmieście, ul. Elektoralna;Śródmieście;69.0;3
599000;Mieszkanie Warszawa Praga-Południe, ul. Grochowska;Praga-Południe;47.3;2
647500;Mieszkanie Warszawa Mirów, ul. Żelazna;Mirów;37.0;2
575000;Mieszkanie Warszawa Grochów, ul. Osiedle Młodych;Grochów;48.0;3
1194375;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;81.0;4
787000;Piękne, 46m2, po generalnym remoncie, BEZPOŚREDNIO!;Stara Ochota;46.3;2
4700000;Mieszkanie Warszawa Śródmieście, ul. Złota;Śródmieście;99.0;2
1330000;Mieszkanie Warszawa Praga-Północ, ul. Ząbkowska;Praga-Północ;111.0;5
1306000;Nowe mieszkanie Warszawa Śródmieście;Śródmieście;66.0;3
495000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;53.8;2
810000;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;74.0;4
2115650;Mieszkanie Warszawa Mokotów, ul. Nabielaka;Mokotów;111.35;3
3053876;Nowe mieszkanie Warszawa;mazowieckie;155.81;4
899000;Mieszkanie Warszawa Czyste, ul. Siedmiogrodzka 3;Czyste;37.17;2
500000;Mieszkanie Warszawa Mokotów, ul. Konduktorska;Mokotów;36.6;2
430000;Mieszkanie Warszawa Sielce, ul. Piwarskiego;Sielce;37.5;2
752600;Nowe mieszkanie Warszawa Mokotów, ul. Polska;Mokotów;67.97;3
518989;Nowe mieszkanie Warszawa Mokotów, ul. Gąsocińska;Mokotów;40.0;2
2820000;Mieszkanie Warszawa Mokotów, ul. Podchorążych;Mokotów;146.0;5
950000;Mieszkanie Warszawa Nowe Miasto, ul. Freta;Nowe Miasto;47.64;2
1850000;Mieszkanie Warszawa Powiśle, ul. Dobra;Powiśle;118.0;4
374100;Mieszkanie Warszawa Praga-Południe, ul. Dubieńska;Praga-Południe;25.8;1
728000;Nowe mieszkanie Warszawa Wola, ul. Kolejowa;Wola;37.17;2
525000;Mieszkanie Warszawa Praga-Południe, ul. Żupnicza;Praga-Południe;41.1;2
877000;Mieszkanie Warszawa Kamionek, ul. Waszyngtona;Kamionek;65.0;4
962260;Mieszkanie Warszawa Wola, ul. Grzybowska 43A;Wola;37.01;2
1500000;Mieszkanie Warszawa Ursynów, ul. Niemcewicza;Ursynów;110.0;4
1220000;Mieszkanie Warszawa Sielce, ul. Sielecka;Sielce;76.5;3
1490000;Mieszkanie Warszawa Mokotów, ul. Pytlasińskiego;Mokotów;140.0;4
490000;Mieszkanie Warszawa Praga-Północ, ul. Plac Hallera;Praga-Północ;34.0;1
1100000;Mieszkanie Warszawa Muranów;Muranów;65.0;3
585000;Mieszkanie Warszawa Mokotów;Mokotów;36.2;2
600000;Mieszkanie Warszawa Grochów, ul. Ostrobramska;Grochów;48.0;2
1149000;Nowe mieszkanie Warszawa Praga-Północ, ul. Okrzei;Praga-Północ;75.33;3
569000;Mieszkanie Warszawa Mokotów, ul. Czerniakowska;Mokotów;46.8;2
844000;Mieszkanie Warszawa Mokotów, ul. Puławska;Mokotów;63.02;3
1171000;Mieszkanie Warszawa Żoliborz, ul. Przasnyska;Żoliborz;68.0;3
1280450;Nowe mieszkanie Warszawa Śródmieście, ul. Plater 15;Śródmieście;51.87;1
1040000;Mieszkanie Warszawa Śródmieście Południowe, ul. Wilcza;Śródmieście Południowe;58.25;3
11037165;Mieszkanie Warszawa Powiśle, ul. Elektryczna;Powiśle;279.32;7
438600;Kawalerka Warszawa Grochów;Praga-Południe;25.5;1
448000;Mieszkanie Warszawa Praga-Północ;Praga-Północ;34.0;1
379000;Mieszkanie Warszawa Gocław, ul. Brygady Pościgowej;Gocław;33.0;3
1395000;Mieszkanie Warszawa Praga-Północ, ul. Markowska;Praga-Północ;73.13;3
2802000;Mieszkanie Warszawa Wola, ul. Towarowa;Wola;118.0;4
801000;Nowe mieszkanie Warszawa Śródmieście, ul. Grzybowska 37;Śródmieście;31.74;1
759000;Mieszkanie Warszawa Żoliborz;Żoliborz;51.0;2
820000;Mieszkanie Warszawa Śródmieście, ul. Ludna;Śródmieście;46.5;2
850000;Mieszkanie Warszawa Stara Praga, ul. Targowa;Stara Praga;60.49;2
575000;Mieszkanie Warszawa Stara Ochota;Stara Ochota;37.13;2
1030000;Mieszkanie Warszawa Praga-Południe, ul. Kickiego;Praga-Południe;85.5;3
399000;Mieszkanie Warszawa Nowa Praga;Nowa Praga;29.0;1
610000;Mieszkanie Warszawa Praga-Południe, ul. Tatarkiewicza;Praga-Południe;61.1;3
515000;Mieszkanie Warszawa Muranów, ul. Esperanto;Muranów;40.0;2
849000;Mieszkanie Warszawa Muranów;Muranów;50.0;2
685000;Nowe mieszkanie Warszawa Grochów, ul. Ostrobramska;Grochów;59.0;3
1162880;Nowe mieszkanie Warszawa;mazowieckie;50.56;2
2190000;Mieszkanie Warszawa, ul. Łucka;mazowieckie;118.6;6
10800000;Mieszkanie Warszawa Mokotów, ul. Podchorążych;Mokotów;274.0;6
419000;Mieszkanie Warszawa Mirów, ul. Chłodna;Mirów;27.5;2
2970000;Nowe mieszkanie Warszawa Mokotów, ul. Górska;Mokotów;148.54;5
2469000;Nowe mieszkanie Warszawa Wola, ul. Kolejowa;Wola;112.91;5
2980000;Mieszkanie Warszawa Saska Kępa, ul. Rzymska;Saska Kępa;294.8;6
1050000;Mieszkanie Warszawa Wola, ul. Solidarności 163;Wola;60.0;2
363500;Mieszkanie Warszawa Muranów;Muranów;27.4;1
859000;Mieszkanie Warszawa Wola, ul. Platynowa;Wola;46.5;3
10950000;Mieszkanie Warszawa Powiśle, ul. Drewniana;Powiśle;249.0;5
699000;Mieszkanie Warszawa Wola;Wola;56.71;2
745000;Mieszkanie Warszawa Mokotów, ul. Belgijska;Mokotów;47.92;2
2820000;Mieszkanie Warszawa Mokotów, ul. Podchorążych;Mokotów;146.0;4
13000000;Mieszkanie Warszawa Śródmieście, ul. Parkowa;Śródmieście;270.0;5
438000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;25.5;1
4290000;Mieszkanie Warszawa Mokotów, ul. Huculska;Mokotów;180.5;5
1010000;Mieszkanie Warszawa Wola, ul. Jaktorowska;Wola;41.0;2
750000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;48.3;2
540000;Mieszkanie Warszawa Praga-Południe, ul. Umińskiego;Praga-Południe;55.0;2
480000;Mieszkanie Warszawa Stary Mokotów, ul. Kazimierzowska;Stary Mokotów;26.0;1
929589;Nowe mieszkanie Warszawa Mokotów, ul. Bluszczańska;Mokotów;68.0;3
540000;Mieszkanie Warszawa Grochów, ul. Igańska;Grochów;63.0;3
546000;Nowe mieszkanie Warszawa Wola, ul. Kolejowa;Wola;27.54;1
625000;Mieszkanie Warszawa Stara Ochota, ul. Nowowiejska;Stara Ochota;38.0;2
2205900;Mieszkanie Warszawa Mokotów;Mokotów;127.5;4
580000;Mieszkanie Warszawa Śródmieście, ul. 3 Maja;Śródmieście;36.5;2
3500000;Mieszkanie Warszawa Praga-Północ, ul. Markowska;Praga-Północ;165.0;4
1695000;Mieszkanie Warszawa Saska Kępa, ul. Waszyngtona 42;Saska Kępa;88.0;3
4000000;Mieszkanie Warszawa Wola, ul. Siedmiogrodzka;Wola;134.0;3
1150000;Mieszkanie Warszawa Mokotów, ul. Hołówki;Mokotów;73.04;3
1299000;Mieszkanie Warszawa Śródmieście, ul. Nowogrodzka;Śródmieście;65.0;3
599000;Mieszkanie Warszawa Żoliborz;Żoliborz;48.0;3
850000;Mieszkanie Warszawa Śródmieście, ul. Bonifraterska;Śródmieście;61.0;3
745000;Mieszkanie Warszawa Gocław, ul. Ostrobramska;Gocław;53.7;2
1795000;Mieszkanie Warszawa Śródmieście, ul. Krochmalna;Śródmieście;62.23;3
2055000;Mieszkanie Warszawa Powiśle;Powiśle;132.0;4
539000;Mieszkanie Warszawa Praga-Południe, ul. Komorska;Praga-Południe;52.4;2
798500;Mieszkanie Warszawa Powiśle, ul. Górnośląska;Powiśle;46.03;2
690000;Mieszkanie Warszawa Praga-Północ;Praga-Północ;41.5;2
683000;Mieszkanie Warszawa Śródmieście, ul. Lewartowskiego;Śródmieście;35.0;1
599000;Mieszkanie Warszawa Ochota, ul. Raszyńska 58;Ochota;42.0;2
575000;Mieszkanie Warszawa Saska Kępa, ul. Afrykańska;Saska Kępa;47.0;3
595000;"Mieszkanie Warszawa Gocławek, ul. gen. Augusta Emila Fieldorfa ""Nila""";Gocławek;56.3;3
470000;Mieszkanie Warszawa Nowa Praga;Nowa Praga;40.0;2
2350000;Nowe mieszkanie Warszawa Kamionek, ul. Stanisława Augusta;Kamionek;107.58;4
646000;Mieszkanie Warszawa Gocław;Gocław;62.0;3
465000;Mieszkanie Warszawa Praga-Północ, ul. Stalowa;Praga-Północ;29.0;1
790000;Mieszkanie Warszawa Powiśle;Powiśle;54.0;2
499000;Mieszkanie Warszawa Śródmieście;Śródmieście;25.0;1
550000;Mieszkanie Warszawa Bródno, ul. Wysockiego;Bródno;53.0;3
1325000;Mieszkanie Warszawa Ochota, ul. Sękocińska;Ochota;81.0;3
715700;Nowe mieszkanie Warszawa Mokotów;Mokotów;54.0;3
620000;Mieszkanie Warszawa Saska Kępa, ul. Stanów Zjednoczonych 23;Saska Kępa;50.2;2
398000;Mieszkanie Warszawa Stare Miasto;Stare Miasto;43.2;1
495000;Mieszkanie Warszawa Saska Kępa;Saska Kępa;37.0;2
809000;Mieszkanie Warszawa Praga-Południe, ul. Umińskiego;Praga-Południe;63.4;3
510000;Nowe mieszkanie Warszawa Czyste;Czyste;30.01;2
589000;Mieszkanie Warszawa Żoliborz, ul. Krajewskiego;Żoliborz;34.5;2
469999;Mieszkanie Warszawa Praga-Północ, ul. Namysłowska;Praga-Północ;37.65;2
3197000;Mieszkanie Warszawa Mokotów, ul. Podchorążych;Mokotów;129.3;4
1380000;Mieszkanie Warszawa Wola, ul. Leszno;Wola;77.4;4
1970000;Mieszkanie Warszawa Śródmieście;Śródmieście;141.0;3
1900000;Mieszkanie Warszawa Śródmieście, ul. Marszałkowska;Śródmieście;95.37;4
778000;Mieszkanie Warszawa Praga-Północ, ul. Strzelecka;Praga-Północ;72.72;3
775000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;56.0;3
415000;Mieszkanie Warszawa Muranów, ul. Jana Pawła II;Muranów;26.4;1
549000;Mieszkanie Warszawa Powiśle, ul. Orłowicza;Powiśle;35.0;1
